stopPointRef,no_of_buses
NSR:Quay:99455,11863
NSR:Quay:900,5086
NSR:Quay:4433,43643
NSR:Quay:11027,32076
NSR:Quay:43645,6724
NSR:Quay:10085,47169
NSR:Quay:95886,485
NSR:Quay:65370,622
NSR:Quay:70164,1051
NSR:Quay:48443,13633
NSR:Quay:53074,53244
NSR:Quay:48671,1519
NSR:Quay:69945,14130
NSR:Quay:29875,28549
NSR:Quay:74152,27250
NSR:Quay:71210,3107
NSR:Quay:5347,1000
NSR:Quay:10909,7601
NSR:Quay:86312,1357
NSR:Quay:56288,8974
NSR:Quay:56362,15861
NSR:Quay:9593,17879
NSR:Quay:55794,6872
14333737,2020
NSR:Quay:109799,42061
NSR:Quay:46739,12413
NSR:Quay:46469,13587
NSR:Quay:49849,3687
NSR:Quay:46145,1768
NSR:Quay:69007,7668
NSR:Quay:44551,596
NSR:Quay:55219,5499
NSR:Quay:49317,14579
NSR:Quay:10991,11482
NSR:Quay:57327,1476
NSR:Quay:106539,1840
NSR:Quay:71847,37941
NSR:Quay:5167,10397
NSR:Quay:46558,18996
NSR:Quay:56572,2528
NSR:Quay:37399,17235
NSR:Quay:3279,6535
NSR:Quay:70343,2868
NSR:Quay:31451,6660
NSR:Quay:103540,6564
NSR:Quay:83413,2721
NSR:Quay:38859,18732
NSR:Quay:70243,4998
14447143,1209
14436770,3034
NSR:Quay:23041,418
NSR:Quay:4618,4458
NSR:Quay:26281,1012
NSR:Quay:2732,16409
NSR:Quay:34848,7672
NSR:Quay:57134,2245
NSR:Quay:5200,1157
NSR:Quay:106905,12054
NSR:Quay:34002,10013
NSR:Quay:32717,13073
NSR:Quay:57626,7178
NSR:Quay:32714,9814
NSR:Quay:31052,9910
NSR:Quay:38342,874
NSR:Quay:94425,2692
NSR:Quay:84846,709
NSR:Quay:33787,10085
NSR:Quay:34066,506
NSR:Quay:95556,2349
NSR:Quay:88682,645
NSR:Quay:100292,2328
NSR:Quay:2681,3932
NSR:Quay:52335,2273
NSR:Quay:42813,1825
NSR:Quay:27413,2216
NSR:Quay:65396,6698
NSR:Quay:76188,530
NSR:Quay:13558,1970
NSR:Quay:69624,1219
NSR:Quay:22280,6218
NSR:Quay:65274,9197
NSR:Quay:55560,1722
NSR:Quay:32086,1691
NSR:Quay:96616,1643
NSR:Quay:46508,458
NSR:Quay:70441,2535
NSR:Quay:85682,784
NSR:Quay:85463,11870
NSR:Quay:82488,718
NSR:Quay:58427,16249
NSR:Quay:104424,2023
NSR:Quay:30681,1045
NSR:Quay:26393,1979
NSR:Quay:57608,4266
NSR:Quay:51151,1990
NSR:Quay:94878,28513
NSR:Quay:54639,3839
NSR:Quay:104559,1565
NSR:Quay:74209,1734
NSR:Quay:72260,11434
NSR:Quay:72740,22473
NSR:Quay:52808,3361
NSR:Quay:46518,11150
NSR:Quay:74378,1875
NSR:Quay:50836,1394
NSR:Quay:37655,6466
NSR:Quay:75799,485
NSR:Quay:9848,7904
NSR:Quay:6942,5538
NSR:Quay:13878,1319
NSR:Quay:53836,9407
NSR:Quay:107710,1077
NSR:Quay:23022,2939
NSR:Quay:105352,7116
NSR:Quay:23715,1418
NSR:Quay:65258,9055
NSR:Quay:108416,4296
NSR:Quay:17037,654
NSR:Quay:83738,3875
NSR:Quay:19062,4943
NSR:Quay:79818,352
NSR:Quay:93894,2538
NSR:Quay:45401,1722
NSR:Quay:72467,1555
NSR:Quay:22858,1688
NSR:Quay:24962,1225
NSR:Quay:44656,3638
NSR:Quay:71123,7625
NSR:Quay:72162,5309
NSR:Quay:8024,379
NSR:Quay:44460,386
NSR:Quay:71556,4031
NSR:Quay:34235,400
NSR:Quay:31427,3472
NSR:Quay:69839,6035
NSR:Quay:108052,3612
NSR:Quay:50534,1843
NSR:Quay:43224,8867
NSR:Quay:42145,456
NSR:Quay:103795,290
NSR:Quay:43315,7781
NSR:Quay:58308,549
NSR:Quay:67385,4030
NSR:Quay:68930,8090
NSR:Quay:27666,14418
NSR:Quay:91118,1366
NSR:Quay:110093,5987
14396712,4001
14133165,3503
NSR:Quay:69853,1190
NSR:Quay:71612,484
NSR:Quay:20471,2208
NSR:Quay:32259,1280
NSR:Quay:19615,911
NSR:Quay:104120,1421
NSR:Quay:16466,383
NSR:Quay:57729,3747
NSR:Quay:36263,3384
NSR:Quay:13670,1153
NSR:Quay:12393,1294
NSR:Quay:47674,5106
NSR:Quay:7778,2709
NSR:Quay:80988,1023
NSR:Quay:50220,2969
NSR:Quay:22378,1494
NSR:Quay:67685,1843
NSR:Quay:98403,743
NSR:Quay:80297,371
NSR:Quay:21581,332
NSR:Quay:98102,1030
NSR:Quay:51158,1990
NSR:Quay:31532,2014
NSR:Quay:25595,667
NSR:Quay:20814,532
NSR:Quay:14307,997
14114577,1469
NSR:Quay:87213,1099
NSR:Quay:71463,499
NSR:Quay:4995,726
NSR:Quay:5264,2358
NSR:Quay:98413,1247
NSR:Quay:73971,4391
NSR:Quay:16680,2268
NSR:Quay:92219,627
NSR:Quay:67547,872
NSR:Quay:91772,1118
NSR:Quay:16457,2770
NSR:Quay:66414,1130
NSR:Quay:35402,748
NSR:Quay:34821,674
NSR:Quay:65081,1186
NSR:Quay:67693,3631
NSR:Quay:36179,150
NSR:Quay:61326,1151
NSR:Quay:83891,1010
NSR:Quay:78275,1319
NSR:Quay:80135,1665
NSR:Quay:17823,955
NSR:Quay:67151,633
NSR:Quay:31009,944
NSR:Quay:49791,1492
NSR:Quay:38149,1481
NSR:Quay:104987,2409
NSR:Quay:97958,1599
NSR:Quay:2356,2031
NSR:Quay:57471,1648
NSR:Quay:52265,589
NSR:Quay:75373,381
NSR:Quay:102489,532
NSR:Quay:18590,646
14181230,2698
NSR:Quay:111303,167
NSR:Quay:16132,1086
NSR:Quay:48387,443
NSR:Quay:104660,1500
NSR:Quay:103092,1917
NSR:Quay:77151,3382
NSR:Quay:25425,925
NSR:Quay:104411,1194
NSR:Quay:87765,647
NSR:Quay:38866,1874
NSR:Quay:67069,492
NSR:Quay:56693,1999
NSR:Quay:37987,950
NSR:Quay:65823,2759
NSR:Quay:38394,497
NSR:Quay:60650,741
NSR:Quay:83857,1482
NSR:Quay:61935,169
NSR:Quay:22315,598
NSR:Quay:94094,1579
NSR:Quay:76702,357
NSR:Quay:94286,955
NSR:Quay:17502,2004
NSR:Quay:30743,648
NSR:Quay:31806,530
NSR:Quay:38233,1194
NSR:Quay:1487,544
NSR:Quay:80342,383
NSR:Quay:74085,571
NSR:Quay:22267,1371
NSR:Quay:54461,2784
NSR:Quay:89829,659
NSR:Quay:18111,356
NSR:Quay:45574,1424
NSR:Quay:70842,561
NSR:Quay:15654,538
NSR:Quay:24956,186
NSR:Quay:70763,122
NSR:Quay:26256,381
NSR:Quay:73534,5878
14313590,577
NSR:Quay:64946,1571
NSR:Quay:73842,820
NSR:Quay:15845,552
NSR:Quay:19207,572
NSR:Quay:69305,35
NSR:Quay:37929,2063
NSR:Quay:109481,369
NSR:Quay:78200,477
NSR:Quay:100042,2845
NSR:Quay:69336,2809
NSR:Quay:23747,365
NSR:Quay:20307,532
NSR:Quay:68683,1257
NSR:Quay:101547,441
NSR:Quay:56699,900
NSR:Quay:39811,570
NSR:Quay:68030,915
NSR:Quay:24969,1369
NSR:Quay:37557,638
NSR:Quay:72140,397
NSR:Quay:56775,226
NSR:Quay:1447,862
NSR:Quay:102773,250
NSR:Quay:67524,1108
NSR:Quay:15196,360
NSR:Quay:3519,669
NSR:Quay:98293,1248
NSR:Quay:28822,1555
NSR:Quay:3021,1415
NSR:Quay:57200,459
NSR:Quay:38456,577
NSR:Quay:78695,667
NSR:Quay:3398,539
NSR:Quay:21603,184
NSR:Quay:96470,1438
NSR:Quay:79261,365
NSR:Quay:96113,500
NSR:Quay:98473,378
NSR:Quay:44726,871
NSR:Quay:10381,1001
NSR:Quay:57285,949
NSR:Quay:89200,381
NSR:Quay:65328,1366
NSR:Quay:43812,335
NSR:Quay:30772,918
NSR:Quay:24428,619
NSR:Quay:93440,229
NSR:Quay:40665,724
NSR:Quay:23242,188
NSR:Quay:24259,790
NSR:Quay:19985,278
NSR:Quay:17112,583
NSR:Quay:35441,493
NSR:Quay:94947,1070
NSR:Quay:73572,882
NSR:Quay:72330,396
NSR:Quay:66254,739
NSR:Quay:17631,1148
NSR:Quay:107906,517
NSR:Quay:26018,759
NSR:Quay:13642,875
NSR:Quay:21440,109
NSR:Quay:35072,1135
NSR:Quay:58758,723
NSR:Quay:82172,418
NSR:Quay:94370,240
NSR:Quay:67338,687
NSR:Quay:39043,181
NSR:Quay:27162,266
NSR:Quay:85292,290
NSR:Quay:25335,402
NSR:Quay:36238,315
NSR:Quay:35921,145
NSR:Quay:29398,1287
NSR:Quay:15373,665
NSR:Quay:96873,253
NSR:Quay:105671,204
NSR:Quay:76775,572
NSR:Quay:108709,181
NSR:Quay:40089,419
NSR:Quay:56691,437
NSR:Quay:109717,159
NSR:Quay:30596,375
NSR:Quay:65508,125
NSR:Quay:23410,821
NSR:Quay:62655,700
NSR:Quay:105784,364
NSR:Quay:78806,528
NSR:Quay:93496,824
NSR:Quay:28899,232
NSR:Quay:92397,541
NSR:Quay:97050,593
NSR:Quay:108555,365
NSR:Quay:22229,286
NSR:Quay:17164,184
NSR:Quay:48679,523
NSR:Quay:99708,192
NSR:Quay:74937,369
NSR:Quay:79745,475
15040121,578
NSR:Quay:48963,291
NSR:Quay:95131,359
NSR:Quay:36586,391
NSR:Quay:89950,96
NSR:Quay:70664,181
NSR:Quay:75153,97
NSR:Quay:97334,305
NSR:Quay:79315,195
NSR:Quay:106472,188
NSR:Quay:20643,537
NSR:Quay:105095,178
NSR:Quay:34787,550
NSR:Quay:3439,502
NSR:Quay:70956,291
NSR:Quay:71601,551
NSR:Quay:101491,185
NSR:Quay:71865,122
NSR:Quay:88338,379
NSR:Quay:88550,366
NSR:Quay:14596,359
NSR:Quay:26796,736
NSR:Quay:22829,175
NSR:Quay:92916,69
NSR:Quay:36244,363
NSR:Quay:38785,420
NSR:Quay:104253,175
NSR:Quay:22825,175
NSR:Quay:31976,179
NSR:Quay:16121,92
NSR:Quay:63004,99
NSR:Quay:1848,69
NSR:Quay:14219,210
NSR:Quay:52102,96
NSR:Quay:229,171
NSR:Quay:67819,13
9025915004013001,1
NSR:Quay:81020,41
NSR:Quay:59886,4
NSR:Quay:36376,1
NSR:Quay:106780,15
NSR:Quay:64611,2
9025915016121501,1
NSR:Quay:95303,41368
NSR:Quay:91567,2549
NSR:Quay:96943,1646
NSR:Quay:33734,10440
NSR:Quay:105357,10224
NSR:Quay:49643,52728
NSR:Quay:67470,19603
NSR:Quay:98062,1891
NSR:Quay:36042,23764
NSR:Quay:5373,4431
NSR:Quay:30191,17942
NSR:Quay:6646,18522
NSR:Quay:104005,31612
NSR:Quay:84929,240
NSR:Quay:18372,2173
NSR:Quay:8647,15104
NSR:Quay:2235,1096
NSR:Quay:16459,7074
NSR:Quay:100559,13267
NSR:Quay:85118,3757
NSR:Quay:14220,4001
NSR:Quay:4441,40809
NSR:Quay:12038,28190
NSR:Quay:3087,207
NSR:Quay:10024,7631
NSR:Quay:51722,55475
NSR:Quay:7985,19867
NSR:Quay:82727,22873
NSR:Quay:18469,17505
NSR:Quay:13367,1639
NSR:Quay:35177,16666
NSR:Quay:95713,67286
NSR:Quay:10751,21381
NSR:Quay:72347,1429
NSR:Quay:91454,22106
NSR:Quay:34075,11627
NSR:Quay:23558,12119
NSR:Quay:108732,449
NSR:Quay:25848,7863
NSR:Quay:17078,500
NSR:Quay:71972,5499
NSR:Quay:103486,633
NSR:Quay:82379,5370
NSR:Quay:11742,33910
NSR:Quay:109224,58816
NSR:Quay:53934,79967
NSR:Quay:13354,4272
NSR:Quay:11461,24484
NSR:Quay:21541,678
NSR:Quay:21210,670
NSR:Quay:9324,22878
NSR:Quay:54990,44784
NSR:Quay:68161,29437
NSR:Quay:110138,1180
NSR:Quay:7638,21014
NSR:Quay:73967,2536
NSR:Quay:73623,657
NSR:Quay:10930,32809
NSR:Quay:28682,19923
NSR:Quay:36346,18755
NSR:Quay:102044,22493
NSR:Quay:54681,7846
NSR:Quay:25869,555
NSR:Quay:29385,596
NSR:Quay:10485,49318
NSR:Quay:11976,33053
NSR:Quay:1797,6530
NSR:Quay:83403,3392
NSR:Quay:103686,14115
NSR:Quay:58496,9162
NSR:Quay:26569,4180
NSR:Quay:11630,35644
NSR:Quay:86405,6949
NSR:Quay:56026,9337
NSR:Quay:8470,43950
NSR:Quay:48313,36446
NSR:Quay:58239,500
NSR:Quay:42298,8558
NSR:Quay:45600,36726
NSR:Quay:8077,13433
NSR:Quay:11077,52640
NSR:Quay:68165,552
NSR:Quay:42798,2010
NSR:Quay:31103,17345
NSR:Quay:12386,4437
NSR:Quay:11696,26490
NSR:Quay:39337,729
NSR:Quay:12390,4673
NSR:Quay:65825,3454
NSR:Quay:29116,16013
NSR:Quay:27062,265
NSR:Quay:26785,846
NSR:Quay:12196,8188
NSR:Quay:51084,4503
NSR:Quay:49201,37345
NSR:Quay:40015,2203
NSR:Quay:28074,768
NSR:Quay:69715,7992
NSR:Quay:33864,3481
NSR:Quay:49085,77926
NSR:Quay:81396,1616
NSR:Quay:31854,23828
NSR:Quay:878,3963
NSR:Quay:35223,4590
NSR:Quay:102130,719
NSR:Quay:53403,23379
NSR:Quay:36662,31239
NSR:Quay:32837,18014
NSR:Quay:96022,2429
NSR:Quay:36533,9732
NSR:Quay:95838,2070
NSR:Quay:54678,3544
NSR:Quay:41813,18035
NSR:Quay:90366,4663
NSR:Quay:92494,150
NSR:Quay:37618,1143
NSR:Quay:2310,8106
NSR:Quay:92927,18328
NSR:Quay:78202,7229
NSR:Quay:61483,25
NSR:Quay:45793,23065
NSR:Quay:47098,11924
NSR:Quay:91292,418
NSR:Quay:4867,7439
NSR:Quay:48264,11576
NSR:Quay:4790,4814
14281112,2184
NSR:Quay:54632,13126
NSR:Quay:38876,15590
NSR:Quay:46062,21399
NSR:Quay:23645,1278
NSR:Quay:54593,664
14396701,6638
NSR:Quay:52330,2290
NSR:Quay:58671,1690
NSR:Quay:72251,1124
NSR:Quay:19372,806
NSR:Quay:15555,481
NSR:Quay:20609,4689
NSR:Quay:72581,1658
NSR:Quay:14453,9364
NSR:Quay:107964,2242
NSR:Quay:26738,734
NSR:Quay:47772,1988
NSR:Quay:84806,1287
NSR:Quay:6862,822
NSR:Quay:12515,1628
NSR:Quay:50248,2968
NSR:Quay:49660,6656
NSR:Quay:101591,8702
NSR:Quay:18588,2192
NSR:Quay:68266,2242
NSR:Quay:74144,2211
NSR:Quay:71884,575
NSR:Quay:101950,4144
NSR:Quay:35991,1248
NSR:Quay:76182,518
NSR:Quay:70865,6100
NSR:Quay:72882,1479
NSR:Quay:2686,3920
NSR:Quay:72434,1320
NSR:Quay:5510,299
NSR:Quay:24921,1180
NSR:Quay:48003,804
NSR:Quay:94329,4792
NSR:Quay:52917,795
NSR:Quay:28902,1985
14291718,415
NSR:Quay:81611,1042
NSR:Quay:58185,2406
NSR:Quay:79011,735
NSR:Quay:108603,175
NSR:Quay:72549,3454
14133181,1713
NSR:Quay:95736,1392
NSR:Quay:27597,1690
NSR:Quay:19468,742
NSR:Quay:2279,7621
NSR:Quay:48872,5270
NSR:Quay:61383,1483
NSR:Quay:88960,609
NSR:Quay:18630,1050
NSR:Quay:107207,2100
NSR:Quay:105569,256
NSR:Quay:4539,4467
NSR:Quay:90261,189
NSR:Quay:88802,213
NSR:Quay:109846,1665
NSR:Quay:57945,2491
NSR:Quay:20601,1114
NSR:Quay:72675,1920
NSR:Quay:34905,369
NSR:Quay:41020,1525
NSR:Quay:100569,570
NSR:Quay:46983,10252
NSR:Quay:56055,815
NSR:Quay:28358,970
15282689,578
NSR:Quay:106640,188
NSR:Quay:56244,5191
NSR:Quay:5236,1078
NSR:Quay:48434,1033
NSR:Quay:29130,1198
NSR:Quay:21827,343
NSR:Quay:76549,386
NSR:Quay:18602,1391
NSR:Quay:58494,453
NSR:Quay:39787,5843
NSR:Quay:90209,645
NSR:Quay:52283,1620
NSR:Quay:42915,2686
NSR:Quay:54399,2133
NSR:Quay:70244,1671
NSR:Quay:37787,4599
NSR:Quay:65542,195
NSR:Quay:16584,3799
NSR:Quay:93025,1231
NSR:Quay:28506,234
NSR:Quay:24816,1187
NSR:Quay:93228,584
NSR:Quay:90808,607
NSR:Quay:2952,1531
NSR:Quay:48777,430
NSR:Quay:49893,7684
NSR:Quay:76213,311
NSR:Quay:108710,434
NSR:Quay:29412,1327
NSR:Quay:35715,179
NSR:Quay:34674,998
NSR:Quay:26191,972
NSR:Quay:46895,433
14381490,908
NSR:Quay:66060,3608
NSR:Quay:29646,1577
NSR:Quay:61653,255
NSR:Quay:40233,2529
NSR:Quay:13894,501
NSR:Quay:51008,5305
NSR:Quay:51604,2363
NSR:Quay:42381,683
NSR:Quay:75946,185
NSR:Quay:9959,1853
NSR:Quay:43682,1197
NSR:Quay:101280,2715
14497022,751
NSR:Quay:34963,364
14114649,2401
NSR:Quay:97898,532
NSR:Quay:22911,659
NSR:Quay:25649,1429
NSR:Quay:6121,414
NSR:Quay:92156,530
NSR:Quay:78920,1606
NSR:Quay:97601,1527
NSR:Quay:25261,848
NSR:Quay:66945,1333
NSR:Quay:91314,1029
NSR:Quay:38498,490
NSR:Quay:70435,938
NSR:Quay:26021,664
NSR:Quay:23158,418
NSR:Quay:73934,697
NSR:Quay:49914,1063
NSR:Quay:5887,376
NSR:Quay:96237,307
NSR:Quay:39949,1300
NSR:Quay:83818,1244
NSR:Quay:52414,1253
NSR:Quay:10290,476
NSR:Quay:39742,2228
NSR:Quay:18458,916
NSR:Quay:76063,706
NSR:Quay:18574,552
NSR:Quay:97874,1508
NSR:Quay:25498,1044
NSR:Quay:103824,1010
NSR:Quay:90522,3507
NSR:Quay:87351,603
NSR:Quay:57369,1796
NSR:Quay:20165,818
NSR:Quay:55614,809
NSR:Quay:78653,672
NSR:Quay:31390,1058
NSR:Quay:32263,784
NSR:Quay:91113,370
NSR:Quay:56146,2528
NSR:Quay:101272,297
NSR:Quay:56135,853
NSR:Quay:94983,803
NSR:Quay:72226,177
NSR:Quay:58733,915
14281079,1050
NSR:Quay:100783,86
NSR:Quay:48675,1894
NSR:Quay:28452,1686
NSR:Quay:87981,1078
NSR:Quay:78108,439
NSR:Quay:78711,892
NSR:Quay:15233,472
NSR:Quay:3644,467
NSR:Quay:84477,1548
NSR:Quay:59280,65
NSR:Quay:92090,532
NSR:Quay:25646,667
NSR:Quay:37563,173
NSR:Quay:28418,1919
NSR:Quay:80293,178
NSR:Quay:38206,1058
NSR:Quay:43948,1863
NSR:Quay:86957,2507
NSR:Quay:17471,259
NSR:Quay:41510,881
NSR:Quay:31412,107
NSR:Quay:81219,1032
NSR:Quay:105182,530
NSR:Quay:107891,452
NSR:Quay:79606,362
NSR:Quay:28382,804
14437240,314
NSR:Quay:84858,1416
14163275,345
NSR:Quay:28717,977
14387980,722
NSR:Quay:35930,758
NSR:Quay:67835,236
NSR:Quay:53853,911
NSR:Quay:80018,902
NSR:Quay:72506,303
NSR:Quay:89988,784
NSR:Quay:106870,1544
0620016001,131
NSR:Quay:93678,342
NSR:Quay:106455,152
NSR:Quay:26883,1433
NSR:Quay:18119,180
NSR:Quay:86259,822
NSR:Quay:37742,491
NSR:Quay:62957,813
NSR:Quay:83989,456
NSR:Quay:26068,948
NSR:Quay:1730,805
NSR:Quay:97437,609
NSR:Quay:35447,425
NSR:Quay:71609,700
NSR:Quay:101939,173
NSR:Quay:39583,532
NSR:Quay:20591,576
NSR:Quay:68210,278
NSR:Quay:47635,364
NSR:Quay:46291,459
NSR:Quay:94567,617
NSR:Quay:105776,695
NSR:Quay:82163,570
NSR:Quay:91020,490
NSR:Quay:102397,276
NSR:Quay:55394,465
NSR:Quay:68779,396
NSR:Quay:24121,553
NSR:Quay:80176,185
NSR:Quay:25888,189
9025900000109513,155
NSR:Quay:87618,855
NSR:Quay:93019,450
NSR:Quay:91565,744
NSR:Quay:52325,239
NSR:Quay:47798,785
NSR:Quay:55956,568
NSR:Quay:107802,759
NSR:Quay:46287,569
NSR:Quay:48089,622
NSR:Quay:19342,635
NSR:Quay:44503,609
NSR:Quay:35454,343
NSR:Quay:36114,460
NSR:Quay:31170,507
NSR:Quay:13611,996
NSR:Quay:2302,317
NSR:Quay:21112,284
NSR:Quay:2362,2270
NSR:Quay:19988,211
NSR:Quay:25319,721
NSR:Quay:2381,952
NSR:Quay:75865,466
NSR:Quay:58774,745
NSR:Quay:90496,937
NSR:Quay:24193,183
NSR:Quay:1012,347
NSR:Quay:83894,436
NSR:Quay:107137,112
NSR:Quay:69487,75
NSR:Quay:89602,490
NSR:Quay:76971,99
NSR:Quay:67653,219
NSR:Quay:76024,467
NSR:Quay:94388,189
NSR:Quay:37677,128
NSR:Quay:73466,181
NSR:Quay:30645,216
14333744,429
NSR:Quay:60300,441
NSR:Quay:80785,323
NSR:Quay:70169,328
NSR:Quay:15044,452
NSR:Quay:4102,182
NSR:Quay:98009,24
NSR:Quay:76378,257
NSR:Quay:37905,570
NSR:Quay:35569,116
NSR:Quay:49156,181
NSR:Quay:70669,187
NSR:Quay:16128,238
NSR:Quay:710,51
NSR:Quay:84514,189
NSR:Quay:60895,183
NSR:Quay:31622,53
NSR:Quay:9698,72
9025915004824901,1
9025915016111901,1
9025915020210901,1
NSR:Quay:108056,1708
NSR:Quay:35525,18760
NSR:Quay:15415,4551
NSR:Quay:99688,255852
NSR:Quay:7371,17478
NSR:Quay:84190,2439
NSR:Quay:41807,18222
NSR:Quay:69382,16300
NSR:Quay:73036,134621
NSR:Quay:12176,56974
NSR:Quay:9320,23318
NSR:Quay:4426,4523
NSR:Quay:4641,10457
NSR:Quay:77100,10930
NSR:Quay:104984,20486
NSR:Quay:87616,1977
NSR:Quay:107453,947
NSR:Quay:11818,41560
NSR:Quay:31834,8862
NSR:Quay:37404,21369
NSR:Quay:17872,49804
NSR:Quay:73417,15380
NSR:Quay:16544,17316
NSR:Quay:74502,81539
NSR:Quay:46241,1424
NSR:Quay:24195,7246
NSR:Quay:49480,9790
NSR:Quay:14720,8674
NSR:Quay:72163,5248
NSR:Quay:94727,4595
NSR:Quay:23766,552
NSR:Quay:53047,32649
NSR:Quay:51914,35116
NSR:Quay:53069,184765
NSR:Quay:3540,5353
NSR:Quay:82815,7835
NSR:Quay:32010,9730
NSR:Quay:9716,29816
NSR:Quay:5648,54653
NSR:Quay:40203,4469
NSR:Quay:4921,4433
NSR:Quay:109230,3556
NSR:Quay:37315,12181
NSR:Quay:72313,7982
NSR:Quay:28436,1919
NSR:Quay:71002,8083
NSR:Quay:35150,8158
NSR:Quay:30188,17723
NSR:Quay:6148,8588
NSR:Quay:28006,14339
NSR:Quay:107527,3686
NSR:Quay:12041,33899
NSR:Quay:75614,18207
NSR:Quay:945,21001
NSR:Quay:107303,700
NSR:Quay:73519,6677
NSR:Quay:77719,6261
NSR:Quay:12341,26212
NSR:Quay:18817,1865
NSR:Quay:49678,19425
NSR:Quay:52889,3200
NSR:Quay:5713,22999
NSR:Quay:9648,9205
NSR:Quay:5840,32548
NSR:Quay:6380,14621
NSR:Quay:96170,1140
NSR:Quay:40608,19070
NSR:Quay:23978,6310
NSR:Quay:10592,10373
NSR:Quay:37267,6552
NSR:Quay:90136,668
NSR:Quay:43304,4230
NSR:Quay:8746,14760
NSR:Quay:5847,8583
NSR:Quay:25789,2867
NSR:Quay:57886,3931
NSR:Quay:72060,24602
NSR:Quay:6198,2681
NSR:Quay:75492,5576
NSR:Quay:18612,1104
NSR:Quay:40215,13813
NSR:Quay:72971,1253
NSR:Quay:73134,1490
NSR:Quay:41833,458
NSR:Quay:53714,35793
NSR:Quay:38183,1004
NSR:Quay:12507,1973
NSR:Quay:14214,208
NSR:Quay:529,20838
NSR:Quay:48603,25417
NSR:Quay:24646,4391
NSR:Quay:2298,6856
NSR:Quay:42130,5867
NSR:Quay:86976,882
NSR:Quay:5633,13462
NSR:Quay:17558,18380
NSR:Quay:8361,9064
14322411,1332
NSR:Quay:45957,13284
NSR:Quay:25173,1792
NSR:Quay:41229,2688
NSR:Quay:65491,4072
NSR:Quay:67908,2088
NSR:Quay:24109,5130
NSR:Quay:38790,4607
NSR:Quay:53360,21963
NSR:Quay:3043,6901
NSR:Quay:7889,7649
NSR:Quay:20209,5054
NSR:Quay:5374,4439
NSR:Quay:41409,20192
NSR:Quay:53373,23029
14387950,2780
NSR:Quay:11330,34066
NSR:Quay:9362,25823
NSR:Quay:21914,5830
NSR:Quay:102349,2294
NSR:Quay:71804,650
NSR:Quay:126,4582
14124535,3964
NSR:Quay:27034,265
NSR:Quay:6698,30727
NSR:Quay:13710,1803
NSR:Quay:9354,10372
NSR:Quay:106026,3814
14452860,6340
NSR:Quay:49174,10053
NSR:Quay:82916,1609
NSR:Quay:1843,6606
NSR:Quay:46700,2369
NSR:Quay:26144,4121
NSR:Quay:11250,1973
NSR:Quay:82572,1792
NSR:Quay:14847,4960
NSR:Quay:32124,17287
NSR:Quay:37634,5604
NSR:Quay:26788,2611
NSR:Quay:3964,696
NSR:Quay:95734,1556
NSR:Quay:68474,1490
NSR:Quay:15688,4408
NSR:Quay:33543,8413
NSR:Quay:97907,7494
14496867,2015
NSR:Quay:66430,2637
NSR:Quay:57499,3615
NSR:Quay:19429,1553
NSR:Quay:9758,18526
NSR:Quay:53510,6021
NSR:Quay:55103,5936
NSR:Quay:66988,526
NSR:Quay:50846,4484
NSR:Quay:34959,7672
NSR:Quay:85825,10986
NSR:Quay:84349,1229
NSR:Quay:43063,5413
NSR:Quay:43900,11836
NSR:Quay:6906,24490
NSR:Quay:35943,4157
NSR:Quay:26188,3642
NSR:Quay:57154,2180
NSR:Quay:23190,823
NSR:Quay:86270,709
NSR:Quay:98397,1247
14291590,2189
NSR:Quay:90036,961
NSR:Quay:12405,4627
NSR:Quay:93659,1117
NSR:Quay:3420,2113
NSR:Quay:44737,2500
NSR:Quay:106593,9129
NSR:Quay:62024,1421
NSR:Quay:65360,618
NSR:Quay:100625,13208
NSR:Quay:90447,3087
NSR:Quay:22634,1902
NSR:Quay:65955,1249
NSR:Quay:10699,6125
NSR:Quay:8942,10528
NSR:Quay:85395,2174
NSR:Quay:51806,6771
NSR:Quay:84077,1360
NSR:Quay:55001,18209
NSR:Quay:23336,1482
NSR:Quay:231,2292
NSR:Quay:24590,1355
NSR:Quay:67091,417
NSR:Quay:28924,1087
NSR:Quay:87150,3918
NSR:Quay:107502,500
NSR:Quay:58497,416
NSR:Quay:60649,809
14163404,847
NSR:Quay:40948,2643
NSR:Quay:39129,5172
NSR:Quay:54788,751
NSR:Quay:48242,796
NSR:Quay:65149,547
NSR:Quay:15135,1628
14452725,461
NSR:Quay:56838,2788
NSR:Quay:72575,1309
NSR:Quay:47287,9913
NSR:Quay:24820,1837
NSR:Quay:66544,5740
14114836,7369
NSR:Quay:67052,4950
NSR:Quay:84227,1385
NSR:Quay:91299,3618
NSR:Quay:35788,1262
NSR:Quay:89104,783
NSR:Quay:15460,4517
NSR:Quay:49693,5602
NSR:Quay:27872,1074
NSR:Quay:29906,2197
NSR:Quay:68612,2128
NSR:Quay:66467,3168
NSR:Quay:14851,204
NSR:Quay:45092,2117
NSR:Quay:30053,3965
NSR:Quay:78775,618
NSR:Quay:106660,324
NSR:Quay:37880,1192
NSR:Quay:12087,1053
NSR:Quay:29712,4201
NSR:Quay:12671,1998
NSR:Quay:8327,192
NSR:Quay:42712,970
NSR:Quay:28966,3319
NSR:Quay:68213,1590
NSR:Quay:110755,750
NSR:Quay:88561,1548
NSR:Quay:76743,358
NSR:Quay:88264,798
NSR:Quay:77477,3006
